"coffee"|"company"|"rating"|"city"|"state"|"origin"|"origin_country"|"region"|"roast"|"description"
"Kenya Kangocho Full Flavor Roast"|"Terroir Coffee"|"92"|"Acton"|"Massachusetts"|"Nyeri County, Central Highlands, Kenya"|"Kenya"|"Africa"|"Medium-Light"|"Honey, sweet clover and multi-layered, grapefruit-like citrus in aroma and cup. Brightly tart acidity; light but silky mouthfeel. Suggestions of berry complicate the cup. The finish is rich, with a zesty citrus enveloped by continued honeyish sweetness."
"Kenya Karatu-Thika"|"Counter Culture Coffee"|"93"|"Durham"|"North Carolina"|"Thika growing region, central Kenya"|"Kenya"|"Africa"|"Medium"|"Rich, lush: orange-and-brandy-toned fruit, sweet cocoa, night flowers in aroma and cup. Round, fruit-toned acidity; syrupy mouthfeel. The finish is deep and fruit-saturated."
"Kenya Tekangu Ngunguru"|"Four Barrel Coffee"|"93"|"San Francisco"|"California"|"Nyeri County, Central Highlands, Kenya"|"Kenya"|"Africa"|"Medium-Light"|"Rich, wine-like acidity drives an orangy cedar and night-floral aromatic in aroma and cup. In the cup additional suggestions surface: peach, chocolate. Lightly syrupy mouthfeel. Tart but deeply rich, fruit-saturated finish."
"Kenya Thiriku"|"Counter Culture Coffee"|"93"|"Durham"|"North Carolina"|"Nyeri County, Central Highlands, Kenya"|"Kenya"|"Africa"|"Medium-Light"|"Rose-like flowers hover over a richly tart black currant note – think grapefruit fused with blackberry – in both aroma and cup. Crisp, delicately rich acidity with a hint of bite; silky mouthfeel."
"Kenya AA Kiaora Estate Full City Roast"|"Strongtree Heirloom Organic Coffees"|"94"|"Hudson"|"New York"|"Kirinyaga District, Central Highlands, Kenya"|"Kenya"|"Africa"|"Medium"|"Superb balance and complex, distinctive aromatics. Richly pungent, sweetly tart structure with cocoa-toned berry – blackberry, black currant – and hints of orange and fresh-cut fir in aroma and cup. Quietly rounded acidity; silky to lightly syrupy mouthfeel. The finish is long, smooth and flavor-saturated."
"Kenya Giakanja"|"Klatch Coffee"|"94"|"Upland"|"California"|"Nyeri County, Central Highlands, Kenya"|"Kenya"|"Africa"|"Medium-Light"|"Strikingly distinctive profile: lavender-like flowers, crisp baker’s chocolate, strawberry-like fruit, richly pungent cedar. Crisply balanced acidity; silky, buoyantly lively mouthfeel. Rich, lavender-toned chocolate in the finish."
"Kenya Karatu AA"|"Coffea Roasterie"|"95"|"Sioux Falls"|"South Dakota"|"Thika growing region, central Kenya"|"Kenya"|"Africa"|"Medium"|"Sonorously bright acidity and lush yet delicate aroma and flavor: flowers, orange, nut, fresh-cut fir with a rounding hint of milk chocolate. Silkily smooth mouthfeel. The finish is sweet but crisp, dominated by an orangy chocolate."
"Kenya Kiandu"|"Gimme! Coffee"|"95"|"Ithaca"|"New York"|"Nyeri County, Central Highlands, Kenya"|"Kenya"|"Africa"|"Medium-Light"|"Bright, pungent, complex. Fresh-cut fir, tartly sweet berry – strawberry, blackberry, cranberry – ripe orange and tomato in aroma and cup. Richly balanced acidity; syrupy, lively mouthfeel. Very sweet, deeply flavor-saturated finish."
"Kenya Ruthagati"|"Cafe Grumpy"|"91"|"Brooklyn"|"New York"|"Mathira East District, Central Kenya"|"Kenya"|"Africa"|"Medium-Light"|"Deep, intense aromatics suggesting juniper berry, peach and lily-like flowers carry into the cup with further complications of dried stone fruit and a hint of walnut. Dry floral acidity; silkily buoyant mouthfeel. Sweet but rather drying finish."
"Panama Mama Cata Natural Process Geisha"|"Fratello Coffee Roasters"|"93"|"Calgary"|"Alberta"|"Boquete growing region, western Panama"|"Panama"|"CentralAmerica_Mexico"|"Medium"|"Deep, minty dark chocolate and sweet but slightly savory port wine notes in aroma and cup. Rich acidity; full, syrupy mouthfeel. The finish is sweet with dark chocolate notes when the cup is hot; as it cools a salty/savory complication emerges."
"La Union Mexico Fair Trade Organic"|"Green Mountain Coffee Roasters"|"90"|"Waterbury"|"Vermont"|"Veracruz, Mexico"|"Mexico"|"CentralAmerica_Mexico"|"Medium"|"Fine balance and structure, with a layering of temperate fruit notes – apple, peach, cherry, apricot – anchored by hints of fresh-cut fir and smoky, savory spice. Delicate acidity; roundly syrupy mouthfeel. Simple but rich, sweet finish."
"Original Roast"|"Rex Roasting"|"87"|"Terre Haute"|"Indiana"|"Central and South America"|"South_America"|"South_America"|"Medium"|"Quiet, balanced aroma and flavor: roasted nut, cedar, chocolate, a hint of lemon. Rich, lemony acidity. The mouthfeel is full but a little stolid; simple and bittersweet in the finish."
"Kenya Kirinyaga Kii Peaberry Espresso"|"JBC Coffee Roasters"|"94"|"Madison"|"Wisconsin"|"South-central Kenya"|"Kenya"|"Africa"|"Medium-Dark"|"Evaluated as espresso. In the small cup roundly balanced but engagingly complex. Melony fruit, apple, brandy, dark chocolate suggestions in both aroma and cup. Light-footed, creamy mouthfeel; deep, cleanly resonant finish with particular persistence of the dark chocolate note. Strong presence in two parts milk, dominated by a fruit-toned bittersweet chocolate."
"El Salvador Amarillo Yellow Bourbon"|"JBC Coffee Roasters"|"93"|"Madison"|"Wisconsin"|"Northwestern El Salvador"|"El_Salvador"|"CentralAmerica_Mexico"|"Medium-Light"|"Pungent, deep-toned with raisiny, grape-like fruit and tart berry notes in aroma and cup. Quietly rich acidity; full, syrupy mouthfeel. The sweet, raisin-like fruit dominates in a long, resonant finish."
"El Salvador Los Alpes El Banco Pacamara Espresso"|"JBC Coffee Roasters"|"92"|"Madison"|"Wisconsin"|"Northwestern El Salvador"|"El_Salvador"|"CentralAmerica_Mexico"|"Medium"|"Evaluated as espresso. Richly sweet, custardy milk chocolate notes dominate aroma and flavor, saved from simplicity by a green apple tartness and a hint of cedary pungency. The finish in the small cup is surprisingly tight and drying, but the roundly sweet, mousse-like chocolate notes and the hint of tart fruit make an impressive return in two parts milk."
"Guatemala Finca La Candelaria"|"JBC Coffee Roasters"|"92"|"Madison"|"Wisconsin"|"Alotenango, Guatemala"|"Guatemala"|"CentralAmerica_Mexico"|"Medium-Light"|"Bright and sweetly tart with complex, refreshing temperate fruit notes: cherry, green apple, orange. Smooth, silky mouthfeel. The finish is very rich, sweet, and saturated with fruit notes, particularly apple."
"Dharma Blend Espresso"|"Temple Coffee and Tea"|"91"|"Sacramento"|"California"|"Central and South America"|"South_America"|"South_America"|"Medium"|"Evaluated as espresso. Sweet-toned and balanced in the small cup; heady floral notes anchored by pungent cedar and anise and a hint of nut-nuanced chocolate. Lightly syrupy mouthfeel; excellent flavor persistence in a slightly drying finish. In two parts milk pronounced presence with a complex, bittersweet chocolate dominating."
"El Salvador Finca Los Alpes Tierra Fertil Pacamara"|"JBC Coffee Roasters"|"92"|"Madison"|"Wisconsin"|"Northwest El Salvador"|"El_Salvador"|"CentralAmerica_Mexico"|"Medium-Light"|"Crisply sweet and cocoa-toned with a deepening and complicating savory hint. Rich, balanced acidity; lightly syrupy, almost effervescent mouthfeel. The sweet/savory sensation extends into a long finish."
"El Salvador Finca Los Alpes El Banco Pacamara"|"JBC Coffee Roasters"|"90"|"Madison"|"Wisconsin"|"Northwest El Salvador"|"El_Salvador"|"CentralAmerica_Mexico"|"Light"|"Complex, exhilarating aromatics: cedar, orange, flowers, with a rounding chocolaty sweetness in the cup. Tart, intense acidity; silky mouthfeel. The tart, acidy sensation dominates in the finish, cushioned by a continued chocolaty sweetness."
"Sumatra Lake Tawar"|"Bird Rock Coffee Roasters"|"94"|"La Jolla"|"California"|"Aceh Province, northern Sumatra, Indonesia"|"Indonesia"|"Asia_Indonesia"|"Medium"|"Pungently sweet and deep in both aroma and cup. Very complex: black cherry, grapefruit, fresh-turned earth, cedar, a hint of night flowers. Rich, grapefruit-toned acidity, lightly syrupy mouthfeel, sweetly tart finish saturated with fruit."
"Colombia Cup of Excellence 2011 First Place Winner"|"Paradise Roasters"|"93"|"Ramsey"|"Minnesota"|"San Agustín growing region, Huila Department, southern Colombia"|"Colombia"|"South_America"|"Medium-Light"|"Bright, high-toned complexity: sweet, rose-like floral notes, milk chocolate, lemony cherry, a hint of pungent fir. Rich, zesty acidity; lightly syrupy mouthfeel. The finish is deep and long with echoes of flowers and chocolate."
"Costa Rica Las Lajas Honey Process"|"The Roasterie"|"92"|"Kansas City"|"Missouri"|"Central Valley, Costa Rica"|"Costa_Rica"|"CentralAmerica_Mexico"|"Medium"|"Quietly distinctive profile, low-toned with nut, toasted grain and sweet cocoa notes complicated by a deep, ripe-lemony tartness. Light-textured, creamy mouthfeel and long, crisply sweet finish."
"Guatemalan Puerta Verde"|"Barrington Coffee Roasting Co."|"91"|"Lee"|"Massachusetts"|"Antigua valley, Guatemala"|"Guatemala"|"CentralAmerica_Mexico"|"Medium-Light"|"Intense, crisp aromatics: blackberry, dark chocolate, caramel, orange in aroma and cup. Rich, sweetly tart acidity; silky mouthfeel. Flavor detail fades a bit in a straightforward finish."
"Sumatra Lintong"|"Temple Coffee and Tea"|"93"|"Sacramento"|"California"|"Lintong growing district, northern Sumatra, Indonesia"|"Indonesia"|"Asia_Indonesia"|"Medium"|"Deep, complex, pungent. Sweetly tart grapefruit and enveloping fresh-turned, moist earth in aroma and cup, with grace notes ranging from flowers to cedar. Rich acidity, lightly syrupy mouthfeel. The grapefruit and earth notes carry deep into the finish."
"Costa Rica Santa Elena Espresso"|"Temple Coffee and Tea"|"93"|"Sacramento"|"California"|"Tarrazu growing region, central Costa Rica"|"Costa_Rica"|"CentralAmerica_Mexico"|"Medium"|"Evaluated as espresso. Crisp, bright, complex. Vanilla, butter, caramelly milk chocolate, citrus, stone fruit all carry from aroma to small cup. Medium body, lightly syrupy mouthfeel. Sweet, rich finish with fine flavor saturation. In two parts milk delicate but continued complex, with the vanilla and caramelly milk chocolate notes particularly prominent."
"Ethiopia Amaro Dernaye"|"Temple Coffee and Tea"|"91"|"Sacramento"|"California"|"Amaro region, southern Ethiopia"|"Ethiopia"|"Africa"|"Medium-Light"|"Unusual profile; gentle, round, with a soft, almost creamy mouthfeel and quiet, complex aromatics: orangy citrus, cocoa, flowers, pine, rosemary. Sweet, with a slight salty/savory edge particularly prominent in the long finish."
"Nicaragua Cafe Alden"|"Fidalgo Bay Coffee"|"89"|"Burlington"|"Washington"|"Nicaragua"|"Nicaragua"|"CentralAmerica_Mexico"|"Medium-Dark"|"Notes:"
"Nicaragua Flor de Jinotega FTO"|"Thanksgiving Coffee"|"89"|"Fort Bragg"|"California"|"Jinotega, Nicaragua"|"Nicaragua"|"CentralAmerica_Mexico"|"Medium"|"Sweet-toned, round, deep. Roasted nut, grapy fruit, dark chocolate, a brightening hint of lemon. Soft, muted acidity; syrupy mouthfeel; smooth finish."
"Nicaragua Finca El Limoncillo Red Pacamara"|"Fratello Coffee Roasters"|"90"|"Calgary"|"Alberta"|"Matagalpa, Nicaragua"|"Nicaragua"|"CentralAmerica_Mexico"|"Medium-Light"|"Deep-toned, savory sweet. Nougat-like almond, port wine, leather, cedar in aroma and cup. Tartly rich acidity, smooth mouthfeel, balanced though simple finish."
"Nicaragua Santa Teresa"|"Cafe Grumpy"|"90"|"Brooklyn"|"New York"|"Nueva Segovia growing region, Nicaragua"|"Nicaragua"|"CentralAmerica_Mexico"|"Medium-Light"|"A deep, rich, intense acidity dominates the profile. Complex lemon-and-orange citrus, fresh-cut fir, ripe tomato in aroma and cup. Impressively rich, syrupy mouthfeel. Clean, dry finish."
"Nicaragua 5 de Junio Maragojipe"|"Counter Culture Coffee"|"91"|"Durham"|"North Carolina"|"Las Sabanas, Nicaragua"|"Nicaragua"|"CentralAmerica_Mexico"|"Light"|"Deep-toned, rose-like floral notes dominate aroma, cup and finish, with fresh-cut fir, nectarine-like fruit and ripe lemon complications. Intense, sweetly tart acidity; silky mouthfeel; long, rich finish."
"Mierisch Farms Pacamara Natural Process"|"Muddy Dog Roasting"|"93"|"Morrisville"|"North Carolina"|"Jinotega, Nicaragua"|"Nicaragua"|"CentralAmerica_Mexico"|"Medium"|"Big, intense dried-in-the-fruit profile. Berries, brandy, port wine, dark chocolate, cedar, cocoaish chocolate. Gently bright acidity; lively, lightly syrupy mouthfeel. The aromatics simplify and the mouthfeel tightens very slightly in the finish, but overall an exciting, flamboyant coffee with very little downside to the sweet, fruit-enhancing ferment."
"Nicaragua Wiwili Organic Micro Lot"|"True Beans Coffee Roasters"|"93"|"Long Beach"|"California"|"Jinotega, Nicaragua"|"Nicaragua"|"CentralAmerica_Mexico"|"Medium-Light"|"Fine structure and balance throughout. The quietly complex aromatics – orange, nut, fresh-cut fir, lavender-like flowers, caramel – are pleasing and persistent, but the excellence of this coffee resides above all in its fine structure – sweet-toned acidity, silky mouthfeel, long, perfectly clean, flavor-saturated finish."
"Nicaragua SHG"|"Stauf's Coffee Roasters"|"94"|"Columbus"|"Ohio"|"Matagalpa and Jinotega growing regions, Nicaragua"|"Nicaragua"|"CentralAmerica_Mexico"|"Medium"|"Full, deep, syrupy. Aromatic wood, dark chocolate, almond, orange in aroma and cup. Rich, roundly expressed acidity, big body. Long, sweet, slightly drying finish saturated with dark chocolate and orange."
"Kenya Kagumo PB Special Reserve Micro Lot"|"Old Soul Co."|"90"|"Sacramento"|"California"|"Nyeri region, central Kenya"|"Kenya"|"Africa"|"Medium"|"Tartly lemony with a rounding cherryish sweetness and hints of nut-toned cocoa in aroma and cup. Bright acidity; lightly syrupy mouthfeel. The lemon and cocoa notes carry into a crisp finish."
"Costa Rica Micro Lot “Pepe” Honey Processed"|"Bard Coffee"|"95"|"Portland"|"Maine"|"Naranjo, Costa Rica"|"Costa_Rica"|"CentralAmerica_Mexico"|"Medium-Light"|"Beautifully structured coffee: rich, tart, wine-toned acidity and syrupy mouthfeel. Ripe lemon, table grape and vanilla-toned nut are expressed with great depth and resonance in aroma and cup. Balanced finish."
"Costa Rica Finca Las Gravileas Fair Trade Organic"|"Wicked Joe"|"92"|"Brunswick"|"Maine"|"Tarrazu growing region, central Costa Rica"|"Costa_Rica"|"CentralAmerica_Mexico"|"Medium-Light"|"Deep-toned, quietly complex. Sweet flowers, caramel, apple in aroma and cup. Rich, round, but authoritative acidity; lightly syrupy mouthfeel. Impressively long, resonant, sweet finish."
"Costa Rica Finca Las Palomas"|"Bard Coffee"|"90"|"Portland"|"Maine"|"Asseri, Tarrazu, Costa Rica"|"Costa_Rica"|"CentralAmerica_Mexico"|"Medium"|"Crisp, balanced. Hints of raisiny dark chocolate and fresh-cut fir round and deepen a dominant lemony citrus. Silky mouthfeel. The lemon softens in a long, gently dry finish."
"Kenya Gichatha-Ini"|"Bird Rock Coffee Roasters"|"92"|"La Jolla"|"California"|"Central Province, Kenya"|"Kenya"|"Africa"|"Medium"|"Deep, rich, balanced. Pungent fruit – grapefruit, black currant – is enveloped in a nut-toned dark chocolate. Softly rounded acidity; full, syrupy mouthfeel. Sweetly resonant finish."
"Kenya Gichatha-Ini"|"PT's Coffee Roasting Co."|"92"|"Topeka"|"Kansas"|"Central Province, Kenya"|"Kenya"|"Africa"|"Medium-Light"|"Balanced, softly complex aromatics in aroma and cup: nut, cocoa, orangy citrus, black currant, hints of baker’s chocolate, flowers. The richly tart acidity is softened by a floral suggestion; lightly syrupy mouthfeel. Deep, resonant finish with some flavor persisting."
"Ethiopia Yirgacheffe Koke Coop Fair Trade Organic"|"JBC Coffee Roasters"|"92"|"Madison"|"Wisconsin"|"Yirgacheffe growing region, southern Ethiopia"|"Ethiopia"|"Africa"|"Medium-Light"|"Sweet and delicately complex in aroma and cup: clover, moist pipe tobacco, nut, molasses, plum. Crisp, buoyantly lively acidity; lightly syrupy mouthfeel. Long, deep, flavor-saturated finish."
"Nicaragua Cinco De Junio Fair Trade Organic"|"JBC Coffee Roasters"|"90"|"Madison"|"Wisconsin"|"Las Sabanas, Nicaragua"|"Nicaragua"|"CentralAmerica_Mexico"|"Light"|"Floral notes in aroma and cup anchored by hints of fresh-cut fir and citrus. Delicately crisp acidity; silky mouthfeel. Aromatically simple but deep, sweet-toned finish."
